Administrative_Duration,Informational_Duration,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue
0,0,0.010148729933390131,0,0.076923075,0,0,2,2,2,1,5,0,0
0.016476645825671203,0.056484432458936015,0.040075695,0,0.028985504999999998,0.053467631,0,3,2,2,4,2,0,1
0,0,0.013134079600606663,0,0.008333335,0.3017881212379178,0,3,2,2,9,2,0,1
0.027657227,0.049031625,0.030807195,0,0.00862069,0.26607176085271467,0,3,2,4,1,2,1,1
0.064141228,0,0.004447152,0,0.020833334999999998,0,0,3,1,1,1,2,0,0
0.082677455,0,0.007092778,0,0.026315790000000002,0,0,3,2,2,5,2,0,0
0.005296065,0,0.020817206143692424,0,0.0625,0.093429946,0,3,2,5,2,3,0,1
0.011769032732622288,0,0.008730174,0,0.142857145,0,0,3,2,2,7,2,1,0
0.031482163,0,0.002279589,0,0.083333335,0,0,3,3,2,7,1,0,0
0.015888194,0,0.003290424,0,0.1,0,0,3,2,2,1,8,0,0
0,0,0.002938716,0,0.166666665,0,0,3,2,2,1,8,0,0
0.008238323,0.018435891149791616,0.003509264,0,0.07142857,0,0,3,1,1,1,8,0,0
0.028245679,0,0.019359571848292147,0.025641025,0.08205128,0,0,3,2,2,1,2,0,0
0.043251195292386906,0,0.000547101,0,0.25,0,0,3,2,2,1,2,0,0
0.017065097462302316,0,0.001591283,0,0.055555555,0,0,3,3,2,8,2,0,0
0.014269952188304524,0,0.016291784798918674,0,0.011111109999999999,0,0,3,4,2,1,2,0,0
0.081721221,0,0.002794125,0,0.04,0,0,3,3,2,3,8,0,0
0.018830452,0,0.013006801565629536,0,0.049382715,0,0,3,2,10,1,3,0,0
0.018830452,0,0.0088422,0,0.03125,0,0,3,2,2,1,1,0,0
0.18183155571901435,0,0.00533033,0,0.03846154,0.095189249,0,3,2,2,9,3,0,1
0.013093048915042295,0,0.003316476,0,0.03125,0,0,3,3,2,1,8,1,0
0.058771607,0,0.005180268,0,0.016666665,0,0,3,3,2,2,10,0,0
0.057962486,0.096494239,0.006675939,0,0.04347826,0,0,3,1,1,3,2,0,0
0.092019125,0,0.010987619,0,0.071296295,0,0,3,3,2,1,2,0,0
0.21301949246046342,0,0.002485403,0,0.04,0,0,3,4,2,1,7,0,0
0.051195292386906954,0.007256681,0.004781275,0,0.00854701,0,0,3,1,2,3,8,1,0
0.032953291651342406,0,0.003108057,0,0.030303029999999998,0,0,3,3,2,3,2,1,0
0.010886355277675615,0,0.003259161,0,0.05882353,0,0,3,2,2,3,2,1,0
0.033394630378815744,0,0.006834077,0,0.011111109999999999,0,0,3,1,8,4,11,0,0
0.016182420007355647,0.001569012,0.000296998,0,0.166666665,0,0,3,1,1,8,2,0,0
0,0,0.012731829850976144,0,0.05,0,0,3,1,1,1,2,0,0
0.002500919,0,0.010304263,0,0.032258065,0,0,3,2,2,3,3,1,0
0,0,0.011981519436185653,0,0.0625,0.17121533428057456,0,3,2,2,1,2,1,1
0.094005149,0,0.006510506,0,0.035714285,0,0,3,3,2,1,9,1,0
0.022655388010297903,0,0.004877018,0,0.22222222,0,0,3,1,1,3,3,1,0
0.031482163,0,0.039125041,0,0.04255319,0.026818921183322714,0,3,2,4,1,2,1,0
0.014024764007355646,0,0.001130676,0,0.07142857,0,0,3,1,1,8,2,0,0
0.007355645,0,0.001016045,0,0.125,0,0,3,2,2,1,2,1,0
0.015706054,0,0.000850054,0,0.017857145,0,0,3,2,2,6,2,1,0
0,0,0.00687524,0.02777778,0.01851852,0,0,3,1,1,7,2,0,0
0.017212210371460097,0.049031625,0.007594288,0,0.011111109999999999,0,0,3,2,2,7,2,1,0
0.029226431285031263,0.011179210590831087,0.005400672,0,0.055555555,0,0,3,2,2,3,8,0,0
0.034424420742920195,0,0.008500392,0.04761905,0.095238095,0,0,3,1,1,1,2,0,0
0.010003677822728945,0,0.009805749,0,0.020833334999999998,0,0,3,2,2,7,8,0,0
0.042662744,0,0.010066665,0,0.066666665,0,0,3,2,2,1,2,0,0
0.01265171,0,0.023527963046783142,0,0.026315790000000002,0,0,3,2,2,4,8,0,0
0.07738139,0,0.003313871,0,0.142857145,0,0,3,1,1,9,8,0,0
0.010003677822728945,0,0.002798033,0,0.142857145,0.146875653,0,3,2,4,2,8,0,1
0.003236484,0,0.003954761,0,0.11764706,0,0,3,2,2,1,3,0,0
0.010592129,0.154939936,0.005370712,0,0.07142857,0,0,3,2,2,1,2,0,0
0.013828613,0,0.012897262875938415,0,0.045454545,0.029834252165003936,0,3,2,2,2,2,0,1
0.016623759,0,0.003160162,0,0.05,0,0,3,3,2,1,8,1,0
0.020007356,0,0.004783229,0,0.044444445,0,0,3,1,1,9,3,1,0
0.003824936,0,0.004955175,0,0.033333335,0,0,3,2,2,1,2,1,0
0,0,0.005189647,0,0.142857145,0,0,3,3,2,1,8,1,0
0.017065097462302316,0,0.010273967758676587,0,0.020833334999999998,0,0,3,1,1,2,2,0,0
0.059433615,0,0.000125052,0,0.333333335,0,0,3,2,2,8,6,0,0
0.028098565649135713,0,0.005228726,0,0.013333335000000002,0,0,3,3,2,1,8,0,0
0.001471129,0,0.004236128,0,0.017857145,0,0,3,1,1,2,2,1,0
0.060610518573004785,0,0.010171336,0,0.092436975,0,0,3,1,1,1,3,0,0
0,0,0.007979864,0,0.076923075,0.08654664,0,3,2,2,1,2,0,1
